sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
92;SDS011;16232;48.800;9.002;2023-01-01T11:46:04;4.20;;;2.63;;
92;SDS011;16232;48.800;9.002;2023-01-01T11:48:32;3.53;;;2.13;;
92;SDS011;16232;48.800;9.002;2023-01-01T11:51:01;6.00;;;2.53;;
92;SDS011;16232;48.800;9.002;2023-01-01T11:53:30;4.80;;;2.20;;
92;SDS011;16232;48.800;9.002;2023-01-01T11:55:59;3.03;;;2.13;;
92;SDS011;16232;48.800;9.002;2023-01-01T11:58:31;3.80;;;2.20;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:01:01;5.83;;;2.30;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:03:31;3.40;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:06:01;3.63;;;1.63;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:08:31;3.67;;;1.77;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:11:01;4.07;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:13:32;4.07;;;1.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:16:03;4.20;;;1.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:18:34;4.17;;;2.07;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:21:08;3.77;;;1.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:23:38;3.80;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:26:09;4.17;;;2.23;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:28:39;4.30;;;2.03;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:31:11;3.23;;;1.93;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:33:52;3.90;;;2.27;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:36:24;4.10;;;2.03;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:39:15;3.90;;;1.77;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:41:54;6.57;;;2.20;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:44:28;5.03;;;2.20;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:47:00;4.33;;;1.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:49:34;4.77;;;2.27;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:52:08;4.70;;;2.13;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:54:44;4.33;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:57:16;5.37;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T12:59:50;3.40;;;1.83;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:02:20;4.43;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:04:48;5.97;;;1.93;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:07:16;5.90;;;2.27;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:09:46;5.33;;;1.60;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:12:14;8.40;;;2.40;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:14:43;4.37;;;2.43;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:17:20;5.70;;;2.60;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:19:48;5.07;;;2.07;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:22:37;3.57;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:25:21;4.10;;;2.17;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:28:02;3.60;;;2.23;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:33:20;4.83;;;2.07;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:38:43;4.77;;;2.07;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:41:18;6.77;;;2.13;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:44:09;2.13;;;1.77;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:46:38;5.57;;;1.77;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:49:19;4.43;;;1.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:54:39;3.40;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:57:18;5.07;;;2.63;;
92;SDS011;16232;48.800;9.002;2023-01-01T13:59:53;4.87;;;2.03;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:02:22;4.43;;;2.50;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:04:53;4.00;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:07:33;6.30;;;2.03;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:10:21;5.33;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:12:49;6.13;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:15:21;3.50;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:17:49;4.70;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:20:20;5.03;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:22:49;6.70;;;2.27;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:25:19;5.50;;;2.20;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:27:49;5.27;;;2.20;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:30:16;3.03;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:32:44;5.97;;;1.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:35:13;4.40;;;2.03;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:37:43;3.67;;;1.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:40:20;3.23;;;2.17;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:42:59;3.20;;;1.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:45:27;4.37;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:47:55;5.07;;;2.13;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:50:24;3.17;;;1.87;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:52:54;3.33;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:55:30;4.87;;;2.37;;
92;SDS011;16232;48.800;9.002;2023-01-01T14:57:58;3.80;;;2.40;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:00:27;3.83;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:03:02;4.73;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:05:32;4.60;;;2.30;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:08:01;2.70;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:10:30;4.37;;;2.27;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:12:58;4.20;;;2.93;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:15:39;6.17;;;2.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:20:51;3.90;;;2.23;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:23:20;6.57;;;2.33;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:25:47;5.77;;;2.33;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:28:15;5.03;;;2.40;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:30:44;3.60;;;2.33;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:33:17;5.07;;;2.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:35:45;4.50;;;2.37;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:38:15;5.20;;;2.83;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:40:45;5.73;;;3.07;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:43:20;8.00;;;2.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:45:55;6.03;;;3.87;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:48:26;8.33;;;4.20;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:50:57;7.07;;;4.20;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:53:26;7.47;;;3.20;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:55:57;3.90;;;2.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T15:58:28;6.87;;;4.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:00:58;4.97;;;3.57;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:03:26;4.77;;;3.47;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:05:55;7.23;;;5.30;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:08:22;6.20;;;4.43;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:10:50;5.40;;;4.37;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:13:19;5.53;;;4.67;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:15:49;10.70;;;4.87;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:18:17;4.90;;;4.30;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:20:45;7.00;;;3.50;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:23:15;5.80;;;3.17;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:25:43;5.17;;;3.93;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:28:10;7.13;;;3.40;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:30:39;7.87;;;5.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:33:09;7.00;;;3.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:35:39;5.73;;;3.57;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:38:06;4.93;;;3.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:40:33;7.00;;;3.87;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:43:01;8.60;;;4.07;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:45:30;6.10;;;4.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:47:59;5.20;;;3.67;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:50:26;7.70;;;4.50;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:52:54;5.20;;;3.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:55:21;5.20;;;3.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T16:57:48;6.20;;;3.67;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:00:16;6.17;;;4.07;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:02:44;7.13;;;3.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:05:15;7.03;;;4.57;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:07:43;6.43;;;3.53;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:10:11;6.40;;;4.47;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:12:38;4.63;;;3.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:15:06;6.67;;;3.77;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:17:33;9.13;;;4.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:20:01;7.00;;;4.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:22:31;6.57;;;4.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:24:58;7.93;;;4.53;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:27:25;6.07;;;3.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:29:53;9.50;;;4.13;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:32:21;8.67;;;4.20;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:34:48;7.23;;;3.77;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:37:16;6.30;;;4.33;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:39:45;6.87;;;3.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:42:13;4.17;;;3.47;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:44:40;4.97;;;3.30;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:47:07;8.90;;;4.13;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:49:35;6.87;;;3.57;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:52:03;4.80;;;3.27;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:54:30;5.83;;;4.50;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:56:59;8.60;;;4.23;;
92;SDS011;16232;48.800;9.002;2023-01-01T17:59:28;6.53;;;3.93;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:01:56;7.43;;;5.53;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:04:24;7.50;;;5.03;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:06:51;6.90;;;4.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:09:19;9.43;;;4.60;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:11:47;7.57;;;4.17;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:14:16;9.13;;;5.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:16:43;6.63;;;4.13;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:19:11;6.07;;;4.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:21:38;8.17;;;3.93;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:24:09;9.17;;;3.93;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:26:37;7.43;;;3.73;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:29:04;6.37;;;4.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:31:33;6.50;;;3.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:34:01;6.50;;;4.07;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:36:29;6.93;;;4.37;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:38:58;8.67;;;4.57;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:41:30;6.90;;;3.30;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:44:01;3.57;;;2.63;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:46:28;3.47;;;2.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:48:57;4.43;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:51:26;4.47;;;2.27;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:53:54;2.80;;;2.23;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:56:22;4.20;;;2.40;;
92;SDS011;16232;48.800;9.002;2023-01-01T18:58:49;4.30;;;2.37;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:01:18;5.13;;;2.40;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:03:47;3.27;;;2.33;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:06:25;3.30;;;1.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:08:55;4.27;;;2.20;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:11:23;3.53;;;2.40;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:13:52;3.87;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:16:26;3.53;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:18:54;3.53;;;2.30;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:21:25;3.27;;;2.23;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:23:52;6.93;;;2.50;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:26:22;3.90;;;2.37;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:28:51;3.70;;;2.17;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:31:19;3.17;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:33:46;5.70;;;2.07;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:36:14;4.73;;;1.77;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:38:43;3.20;;;2.03;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:41:10;3.40;;;1.83;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:43:38;2.57;;;1.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:46:05;3.27;;;1.60;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:48:33;2.60;;;1.73;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:51:00;4.27;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:53:27;4.20;;;1.77;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:55:56;3.03;;;1.40;;
92;SDS011;16232;48.800;9.002;2023-01-01T19:58:24;2.87;;;1.40;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:00:51;3.70;;;1.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:03:18;3.33;;;1.40;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:05:48;2.47;;;1.60;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:08:15;2.50;;;1.40;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:10:42;2.50;;;1.50;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:13:11;2.70;;;1.60;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:15:39;3.60;;;1.17;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:18:06;2.23;;;1.50;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:20:33;2.83;;;1.53;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:23:01;2.80;;;1.73;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:25:28;2.33;;;1.40;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:27:56;3.60;;;1.20;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:30:42;2.30;;;1.33;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:33:09;2.10;;;1.30;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:35:37;2.77;;;1.50;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:38:22;3.80;;;1.40;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:40:49;2.67;;;1.23;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:43:17;3.30;;;1.67;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:45:46;4.13;;;1.47;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:48:14;2.30;;;1.77;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:50:41;3.30;;;1.63;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:53:08;2.73;;;1.60;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:55:36;3.60;;;1.47;;
92;SDS011;16232;48.800;9.002;2023-01-01T20:58:03;2.87;;;1.87;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:00:31;2.87;;;1.60;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:02:59;3.83;;;1.67;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:05:27;2.93;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:07:54;4.17;;;1.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:10:22;3.60;;;1.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:12:49;2.83;;;1.60;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:15:16;2.43;;;1.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:17:45;4.03;;;2.07;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:20:13;2.77;;;1.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:22:41;2.80;;;1.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:25:12;3.67;;;2.07;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:27:41;4.30;;;1.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:30:10;2.60;;;1.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:32:38;3.50;;;1.67;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:35:18;2.57;;;1.83;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:37:46;4.07;;;1.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:43:08;2.27;;;1.60;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:45:37;3.33;;;1.73;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:48:08;5.47;;;1.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:50:38;3.97;;;2.20;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:53:09;4.27;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:55:39;4.43;;;1.83;;
92;SDS011;16232;48.800;9.002;2023-01-01T21:58:17;3.27;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:01:06;4.20;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:03:38;5.27;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:06:10;5.43;;;2.13;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:08:38;3.03;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:11:10;2.80;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:13:39;3.60;;;1.60;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:16:08;3.47;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:18:37;3.30;;;2.03;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:21:11;3.90;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:23:39;3.27;;;1.57;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:26:14;4.20;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:28:43;2.70;;;1.83;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:31:12;3.33;;;1.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:33:40;2.33;;;1.60;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:36:12;6.00;;;2.13;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:38:41;3.33;;;1.93;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:41:08;3.13;;;1.50;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:43:37;3.27;;;1.63;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:46:09;3.10;;;1.50;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:48:38;3.03;;;1.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:51:06;3.60;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:53:38;4.37;;;1.87;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:56:05;2.97;;;1.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T22:58:33;3.27;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:01:00;3.00;;;1.87;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:03:28;4.30;;;1.77;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:05:55;3.80;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:08:23;3.57;;;1.47;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:10:52;3.07;;;1.63;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:13:20;2.67;;;1.67;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:16:05;4.13;;;1.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:18:33;3.83;;;1.33;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:21:00;2.53;;;1.60;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:23:29;4.53;;;1.70;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:25:58;3.00;;;1.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:28:26;4.37;;;1.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:30:54;3.07;;;1.77;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:33:22;3.17;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:35:49;4.20;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:38:17;3.47;;;1.97;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:40:45;4.67;;;2.00;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:43:14;2.40;;;1.67;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:45:41;2.93;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:48:09;3.43;;;1.90;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:50:36;3.50;;;2.10;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:53:04;2.90;;;1.87;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:55:31;2.97;;;1.80;;
92;SDS011;16232;48.800;9.002;2023-01-01T23:57:58;3.00;;;1.90;;
